2000
1	0	0	133.464861	1.247392	1628.799461
1	0	0	134.258861	1.305215	1675.549245
1	0	0	126.939861	1.290469	1732.9834
1	0	0	133.076861	1.263331	1767.44919
1	0	0	130.082861	1.297389	1680.512659
1	0	0	132.124861	1.391938	1653.62841
1	0	0	131.488861	1.241247	1614.934225
1	0	0	131.562861	1.263348	1544.092522
1	0	0	125.219861	1.24423	1602.840912
0	2	0	136.194861	1.452134	3334.110374
0	2	0	136.806861	1.444288	3560.92153
0	2	0	130.084861	1.576239	3396.473985
0	3	1	144.026861	1.495583	5471.78575
0	3	1	141.470861	1.515987	5416.707511
0	2	0	126.560861	1.428086	3068.573095
0	2	0	153.222861	1.603066	5853.127996
0	2	0	145.646861	1.403479	4165.472661
0	3	1	146.382861	1.381846	2991.356255
0	2	0	130.578861	1.233348	2197.130197
0	3	1	141.222861	1.404113	4416.103747
0	3	1	146.556861	1.532271	5572.131455
0	3	1	145.464861	1.366312	3670.647131
0	3	1	139.238861	1.444885	3672.318014
0	2	0	138.534861	1.29265	3228.25438
0	2	0	130.512861	1.321653	2872.47141
0	2	0	128.024861	1.433186	3643.662587
0	2	0	137.616861	1.328427	3366.231379
0	2	0	130.570861	1.248051	2838.268786
0	2	0	128.536861	1.547521	3634.413998
0	2	0	136.102861	1.339141	3045.174816
0	2	0	129.288861	1.257645	2621.69057
0	2	0	137.170861	1.281326	2916.292406
0	3	1	133.960861	1.314075	3187.257526
0	2	0	140.172861	1.409521	3187.611963
0	2	0	137.608861	1.351495	3213.777684
0	2	0	139.204861	1.430091	3566.38149
0	2	0	134.126861	1.293981	2989.56261
0	3	1	141.942861	1.428227	4125.995303
0	2	0	132.406861	1.281139	2728.172825
0	2	0	137.616861	1.339452	2890.290471
0	3	1	143.380861	1.376832	3845.846275
0	2	0	132.092861	1.282635	2831.14757
0	3	1	133.332861	1.483292	4427.264998
0	2	0	126.740861	1.237281	2610.744883
0	4	4	155.074861	1.512981	4419.579881
0	4	2	136.185861	1.474322	3943.681013
0	3	1	137.724861	1.495394	4753.669933
0	2	0	142.388861	1.403554	3740.200314
0	2	0	127.278861	1.247775	2630.604228
0	3	1	140.312861	1.488617	5247.761414
0	2	0	122.854861	1.437803	2607.936455
0	3	1	142.686861	1.517025	4909.856848
0	2	0	144.149861	1.287839	2574.880441
0	2	0	136.086861	1.340616	3582.058458
0	3	1	153.908861	1.355455	4170.923374
0	3	1	135.160861	1.295648	2982.128008
0	2	0	141.528861	1.421352	4289.40047
0	2	0	130.859861	1.243694	2297.983986
0	2	0	132.216861	1.293065	2762.74753
0	2	0	132.720861	1.28569	2755.062839
0	2	0	130.139861	1.168549	1942.058817
0	2	0	138.906861	1.407563	3432.480671
0	2	0	130.067861	1.472378	3410.535772
0	2	0	133.994861	1.301875	2844.444322
0	2	0	146.598861	1.48455	5011.066342
0	3	1	139.584861	1.314732	4147.567799
0	3	1	136.078861	1.475338	4657.636548
0	3	1	128.776861	1.338133	3486.892962
0	2	0	133.208861	1.288899	2416.307941
0	2	0	145.448861	1.353467	3350.713203
0	3	1	144.976861	1.384161	4001.242925
0	2	0	136.499861	1.291446	2286.769421
0	3	1	139.658861	1.384271	4088.052863
0	3	1	138.037861	1.286606	3489.973118
0	3	1	142.826861	1.444492	3980.193473
0	2	0	138.030861	1.32854	2935.398334
0	3	1	135.615861	1.346694	3253.932959
0	3	1	150.354861	1.765731	6730.247605
0	2	0	137.748861	1.278342	3213.045328
0	3	1	136.583861	1.351292	3403.983588
0	3	1	136.293861	1.316427	2755.237171
0	2	0	145.058861	1.28951	3239.715038
0	3	1	129.990861	1.23125	2034.494568
0	3	1	135.482861	1.311673	3767.82304
0	2	0	135.300861	1.29178	2295.147814
0	3	1	136.318861	1.432133	3775.714556
0	2	0	146.233861	1.375825	3239.991246
0	3	1	131.174861	1.304211	3276.901804
0	3	1	135.202861	1.353539	3880.477799
0	2	0	135.474861	1.30016	3061.816664
0	2	0	148.756861	1.675862	4918.628047
0	3	1	142.496861	1.60662	5119.361368
0	2	0	137.682861	1.496046	4395.574149
0	3	1	140.081861	1.484068	4474.208679
0	2	0	137.170861	1.291275	3030.359717
0	3	1	130.818861	1.318817	3223.869449
0	2	0	132.472861	1.384071	3238.837287
0	3	1	139.584861	1.298194	3055.208616
0	3	1	136.616861	1.404436	3771.59765
0	2	0	140.188861	1.363674	2842.992478
0	3	1	132.604861	1.266766	3294.542949
0	2	0	139.692861	1.521276	4354.333826
1	2	2	124.004861	1.381671	2819.710042
0	2	0	137.542861	1.277814	2668.63761
0	3	1	143.976861	1.524258	4804.798169
0	3	1	137.599861	1.368942	4152.130618
0	2	0	142.711861	1.341198	3359.635559
0	2	0	139.419861	1.361058	2385.083143
0	2	0	143.628861	1.423621	3550.768024
0	3	1	140.568861	1.337488	3745.487184
0	2	0	139.261861	1.241062	2250.276695
0	3	1	146.589861	1.411742	4624.49115
0	2	0	132.580861	1.334876	3552.805839
0	3	1	157.316861	1.751471	6954.974642
0	3	1	138.269861	1.344208	2626.221609
0	3	1	135.136861	1.42566	4134.958396
0	2	0	138.626861	1.591197	4811.324296
0	2	0	139.948861	1.353317	3198.097891
0	3	1	137.228861	1.427897	4220.563768
0	3	1	133.720861	1.332009	3389.70723
0	3	1	127.469861	1.446466	3753.589891
0	2	0	129.024861	1.410364	3052.154646
0	3	1	141.610861	1.358262	4615.541733
0	3	1	135.664861	1.303493	3242.31528
0	2	0	144.472861	1.351759	3132.833589
0	3	1	142.528861	1.408378	4734.158167
0	2	0	133.795861	1.322084	2805.48196
0	3	1	135.292861	1.349351	3449.626923
0	2	0	125.534861	1.449347	3027.626444
0	2	0	132.770861	1.286175	2900.261136
0	2	0	137.723861	1.281582	2761.859542
0	3	1	144.398861	1.525507	5269.595167
0	3	0	139.394861	1.379951	3790.135953
0	3	1	135.689861	1.332648	3541.002374
0	2	0	143.876861	1.557583	4703.269154
0	2	0	134.597861	1.325947	3491.201695
0	3	5	150.543861	1.601697	4951.456401
0	2	0	141.710861	1.454872	4056.328943
0	3	1	139.676861	1.547861	3766.469832
0	2	0	136.152861	1.49052	4092.140579
0	2	0	140.990861	1.221036	2197.882162
0	2	0	138.642861	1.407615	3198.815151
0	2	0	136.988861	1.34054	3296.954904
0	2	0	128.122861	1.384995	3126.28153
0	2	0	141.024861	1.317326	2880.77026
0	3	1	142.686861	1.359963	3636.169444
0	3	1	143.165861	1.386056	4104.3202
0	2	0	134.424861	1.374619	3432.422035
0	3	1	143.828861	1.459323	5085.762724
0	2	0	132.290861	1.307212	3196.295811
0	2	0	130.363861	1.282674	2429.448923
0	2	0	140.130861	1.350325	3655.555177
0	2	0	133.290861	1.325249	3081.266706
0	2	0	128.818861	1.478618	3001.151678
0	2	0	130.040861	1.292936	2827.824295
0	3	1	131.744861	1.312326	3355.984762
0	2	0	130.092861	1.415676	3100.755545
0	2	0	146.696861	1.416077	4380.491688
0	3	1	132.382861	1.289276	3256.693019
0	2	0	134.350861	1.28271	3345.685383
0	2	0	129.263861	1.261157	2454.235533
0	2	0	136.094861	1.288339	3050.003532
0	3	1	145.266861	1.460744	4527.256946
0	3	1	141.876861	1.491559	4718.591999
0	2	0	131.290861	1.252061	2972.996929
0	2	0	137.062861	1.337247	3381.278613
0	3	1	132.976861	1.283637	3294.15124
0	2	0	127.552861	1.281806	2914.535192
0	3	1	134.010861	1.342451	3413.02932
0	2	0	129.058861	1.391034	2890.509108
0	3	1	156.034861	1.526002	5673.81668
0	3	1	143.034861	1.351755	4163.442773
0	2	0	130.347861	1.236025	2389.435743
0	2	0	144.448861	1.353771	3793.768256
0	3	1	147.640861	1.684927	6336.329658
0	2	0	133.381861	1.290572	2397.648513
0	2	0	133.928861	1.257261	3290.017059
0	3	1	152.246861	1.536802	5779.456775
0	2	0	144.580861	1.346122	3621.026756
0	2	0	160.790861	1.728012	6309.708086
0	2	0	163.220861	1.700665	6735.687044
0	2	0	133.754861	1.288134	2821.708852
0	3	1	145.200861	1.497661	5041.668302
0	2	0	139.056861	1.361597	3739.706292
0	2	0	131.545861	1.280362	2864.290187
0	3	1	136.574861	1.35959	3654.52119
0	3	1	135.060861	1.303754	3247.020748
0	2	0	135.978861	1.217897	2378.94171
0	2	0	123.342861	1.438571	2738.415961
0	2	0	132.869861	1.272218	3383.751039
0	2	0	140.610861	1.333344	3467.170077
0	2	0	136.822861	1.273891	2779.175037
0	2	0	131.397861	1.243176	2260.193519
0	3	1	142.272861	1.383946	4014.584125
0	2	0	134.606861	1.316439	2984.782311
0	3	1	142.082861	1.31785	3822.730542
0	2	0	136.144861	1.462082	3576.912855
0	3	1	136.665861	1.334972	3090.644878
0	2	0	136.872861	1.3386	3119.817292
0	2	0	152.470861	1.531241	4676.592355
0	2	0	137.798861	1.401772	3648.335381
0	2	0	133.862861	1.285434	2644.125501
0	2	0	133.315861	1.264884	2606.864951
0	2	0	134.837861	1.260916	2511.185548
0	2	0	130.818861	1.329903	2834.456024
0	3	1	135.507861	1.441723	4255.362811
0	2	0	135.152861	1.404386	3247.438041
0	2	0	137.600861	1.497378	3810.383253
0	3	1	148.400861	1.456604	4637.840506
0	2	0	180.084861	2.065354	10383.516035
0	2	0	194.706861	2.077484	10844.623006
0	2	0	197.734861	2.16143	11864.419656
0	2	0	184.724861	1.746729	9651.529756
0	2	0	186.130861	1.939374	10791.496462
0	2	0	183.450861	1.924623	9915.45606
0	2	0	194.020861	2.055514	10945.464512
0	2	0	171.368861	1.938348	8498.500953
0	2	0	165.546861	1.697337	6474.977916
0	2	0	212.356861	2.405833	13238.901705
0	2	0	189.910861	1.961442	10494.54043
0	2	0	157.886861	1.756449	6514.907249
0	2	0	161.766861	1.728495	7201.995751
0	3	1	177.024861	1.870185	9013.051976
0	2	0	187.114861	1.92869	9843.096845
0	2	0	223.296861	2.55883	13018.090821
0	3	1	192.646861	2.01692	11262.432365
0	2	0	189.504861	2.145209	10719.733324
0	2	0	188.312861	2.106427	11225.111355
0	2	0	183.070861	2.094414	11134.715721
0	2	0	194.706861	2.025968	11045.379389
0	2	0	204.382861	2.123762	12497.722802
0	3	1	206.194861	2.065553	12718.16452
0	2	0	166.214861	1.922235	7927.742891
0	2	0	197.262861	2.08986	9520.673751
0	2	0	188.256861	1.998681	9546.505101
0	3	1	184.492861	2.024295	9561.246416
0	2	0	168.836861	1.912786	8950.947076
0	2	0	197.874861	2.053352	10906.43064
0	2	0	187.750861	2.058486	10846.700491
0	2	0	193.260861	2.026141	11076.601022
0	2	0	200.942861	2.111057	12115.815796
0	2	0	194.864861	1.999253	10878.2649
0	2	0	189.100861	2.095565	10524.65185
0	2	0	207.822861	2.172815	12274.344057
0	2	0	187.014861	1.952584	10192.868764
0	2	0	191.150861	1.978231	11158.094989
0	2	0	188.520861	1.943182	10355.376555
0	2	0	196.550861	1.954214	11507.50873
0	2	0	182.714861	1.994255	10369.663556
0	2	0	174.974861	2.063824	10287.065861
0	2	0	195.880861	2.039572	10007.79328
0	2	0	190.564861	2.123288	11295.040352
0	2	0	193.068861	1.957658	10291.735735
0	3	1	152.494861	1.713878	5908.136094
0	2	0	197.130861	1.967326	10926.199659
0	2	0	169.382861	1.925193	8596.957479
0	2	0	204.366861	2.113582	11473.956852
0	2	0	180.324861	1.898403	9638.135226
0	2	0	190.992861	1.985973	10628.615973
0	2	0	189.372861	1.886365	10142.291887
0	2	0	162.403861	1.616716	6738.528577
0	2	0	195.236861	2.127745	11077.545687
0	2	0	189.346861	2.169786	10841.254857
0	2	0	171.400861	2.004225	8726.454015
0	2	0	202.538861	2.360232	13014.443008
0	2	0	181.648861	2.107822	9578.79959
0	2	0	175.800861	1.841819	9071.296402
0	2	0	204.515861	2.113703	11909.113687
0	2	0	190.885861	1.993	10160.088215
0	2	0	195.020861	2.041775	10576.933088
0	2	0	183.384861	2.062686	10864.253642
0	3	0	185.286861	1.946579	9900.675466
0	2	0	144.630861	1.526887	4735.332786
0	2	0	175.692861	1.965263	9308.355267
0	2	0	164.262861	1.924068	8348.204419
0	2	0	187.900861	2.160357	10395.694761
1	1	1	153.478861	1.588361	5167.201292
0	2	0	178.330861	1.894641	9203.619536
0	2	0	176.272861	1.640298	8604.065581
0	2	0	194.690861	2.005442	10439.851479
0	2	0	193.052861	2.0823	10795.736538
0	2	0	200.768861	2.066672	11587.085794
0	2	0	200.612861	2.192889	12560.345177
0	2	0	206.318861	2.225389	12793.897095
0	2	0	163.849861	1.784349	7033.617718
0	2	0	204.474861	2.202282	13686.018707
0	2	0	198.568861	2.224649	11660.197663
0	2	0	198.716861	2.273411	11386.310532
0	2	0	182.838861	1.967819	9629.454458
0	2	0	198.188861	1.997991	11721.200167
0	2	0	190.944861	2.109499	9958.568754
0	2	0	192.110861	2.188854	11248.936007
0	2	0	161.616861	1.770618	6720.473842
0	3	1	187.254861	1.922448	9495.981358
0	3	1	197.592861	2.010033	11201.396538
0	2	0	185.451861	1.995942	10102.218858
0	2	0	187.338861	1.916974	9772.330884
0	2	0	206.400861	2.049603	12174.213562
0	2	0	185.320861	1.941558	11312.415865
0	2	0	194.152861	1.962321	11270.596774
0	2	0	187.610861	1.99465	9487.464661
0	2	0	177.844861	1.838054	8575.661498
0	2	0	189.098861	1.982507	10099.495776
0	2	0	201.330861	2.284605	11864.604927
0	3	1	177.041861	1.741948	6955.245778
0	2	0	177.174861	2.040429	9774.504211
0	3	1	176.346861	1.904893	8661.646275
0	2	0	172.072861	2.062303	9499.490563
0	2	0	193.812861	1.886418	10154.279974
0	2	0	190.256861	1.918026	10275.862944
0	2	0	200.058861	1.997797	11920.934127
0	2	0	178.214861	1.865824	9884.033255
0	2	0	176.709861	1.781455	8826.387131
0	2	0	188.926861	1.998729	10406.002131
0	2	0	200.455861	2.135772	12815.776719
0	2	0	184.320861	2.066654	10969.361836
0	2	0	206.590861	2.084024	12109.130588
0	2	0	171.764861	1.807028	7563.383152
0	2	0	181.392861	2.008597	9965.915743
0	2	0	205.912861	2.038452	12582.807804
0	2	0	185.676861	1.995461	11184.708343
0	2	0	175.800861	1.900389	8519.378288
0	2	0	192.870861	2.181557	11221.656933
0	2	0	190.150861	1.885902	11846.521116
0	2	0	193.002861	1.836388	10251.059662
0	2	0	162.865861	1.699286	7045.790825
0	2	0	187.776861	1.967289	10303.50152
0	2	0	156.092861	1.60893	5997.794663
0	2	0	202.926861	2.335056	11790.590911
0	2	0	176.776861	1.878131	8604.726175
0	2	0	205.002861	2.088129	12375.060858
1	1	1	159.722861	1.657448	5540.35815
0	2	0	189.678861	1.988588	10490.343668
0	2	0	192.498861	1.990842	10969.884586
0	2	0	169.020861	1.98494	10014.861858
0	2	0	197.866861	2.164499	11817.640146
0	2	0	194.566861	2.171268	12202.529749
0	2	0	190.190861	2.072752	11045.908342
0	2	0	203.166861	1.958895	11654.644098
0	2	0	200.198861	2.3172	11504.647461
0	2	0	180.754861	1.908253	9236.347017
0	2	0	162.386861	1.791254	7395.956163
0	2	0	184.782861	2.03364	9803.585155
0	2	0	200.850861	2.009487	11787.397273
0	2	0	180.052861	1.847286	9837.072335
0	2	0	180.266861	2.043928	10484.021251
0	2	0	199.660861	1.938728	12370.7252
0	2	0	163.709861	1.6462	6395.847904
0	3	1	190.000861	2.034562	10087.465598
0	2	0	199.552861	2.048706	11627.201229
0	2	0	191.530861	1.887956	10609.477747
0	2	0	189.818861	2.01956	9573.069189
0	3	1	192.200861	2.040554	10614.393048
0	2	0	208.716861	2.104126	12055.420322
0	2	0	188.678861	2.05935	11500.401738
0	2	0	172.194861	1.932221	8935.584052
0	2	0	184.426861	2.032818	9667.240189
0	2	0	200.570861	2.102779	11487.182576
0	2	0	188.098861	1.929836	10866.637576
0	3	1	203.770861	2.025999	12442.14279
0	2	0	199.586861	2.196566	12487.673053
0	2	0	203.804861	2.040325	12260.313863
0	2	0	182.764861	1.877596	9377.221221
0	2	0	194.012861	1.899707	10621.097542
0	2	0	180.572861	1.990338	9018.823006
0	2	0	182.722861	1.913021	9699.206349
0	2	0	183.806861	1.940473	10132.94264
0	2	0	221.212861	2.218795	14512.738685
0	2	0	184.542861	1.926774	10506.459905
0	2	0	200.668861	2.122952	11510.314943
0	2	0	201.934861	2.351188	12998.871847
0	2	0	185.526861	2.049642	10041.996664
0	2	0	188.860861	2.091292	10516.40694
0	2	0	192.680861	1.984737	11143.196259
0	2	0	177.470861	1.904509	8874.523511
0	2	0	183.236861	1.828667	9885.668003
0	2	0	176.974861	1.842717	9360.566431
0	2	0	203.854861	2.17821	12826.225572
0	2	0	169.936861	1.787797	8925.453146
0	3	1	204.696861	2.012826	11580.750505
0	2	0	200.520861	2.031907	12182.097504
0	2	0	190.298861	1.985512	11316.466084
0	2	0	164.496861	1.755149	9084.261466
0	2	0	204.698861	2.079617	12819.327662
0	2	0	181.432861	1.920799	9503.117046
0	2	0	191.968861	2.090569	11575.880161
0	2	0	205.118861	2.026851	11509.95509
0	2	0	188.296861	1.825141	8658.349388
0	2	0	201.100861	2.003188	11771.377278
0	2	0	199.710861	1.927826	11420.755384
0	2	0	186.048861	2.018593	11075.259967
0	2	0	198.626861	2.104311	11288.750651
0	2	0	177.420861	1.919311	9347.623625
0	3	1	189.372861	2.15942	10842.553855
0	2	0	193.102861	2.027287	10775.343598
0	3	1	178.248861	1.713643	8632.919926
0	2	0	195.542861	1.960083	11127.522887
0	2	0	191.250861	2.098446	10695.619299
0	2	0	184.964861	1.772045	9752.960413
0	2	0	162.179861	1.838852	8592.084147
0	2	0	175.080861	1.852247	8488.775971
0	2	0	191.522861	1.938229	10846.810857
0	2	0	180.192861	1.81541	9298.405847
0	2	0	206.838861	2.024075	12424.144391
0	2	0	197.666861	2.178754	11745.041372
0	3	1	184.698861	1.94989	9398.358074
0	2	0	143.852861	1.588024	4790.233746
0	2	0	193.068861	1.976908	10611.242549
0	2	0	178.166861	2.060457	10367.975021
0	3	1	170.028861	1.746755	8077.610813
0	3	1	209.062861	2.29042	12900.695228
0	2	0	137.742861	1.525253	3801.706956
0	3	1	193.944861	2.200793	11751.944647
0	3	1	170.664861	1.768602	7245.337192
0	4	2	211.362861	2.202276	15845.420424
0	4	2	188.718861	1.974437	10852.680114
0	3	1	174.998861	1.973073	9505.015895
0	4	2	183.294861	2.005093	10691.516287
0	4	2	192.540861	2.076777	11453.769685
0	4	2	163.974861	1.744595	7053.135525
0	3	1	200.734861	2.173116	12567.869557
0	3	1	193.010861	1.910728	11054.802955
0	3	1	176.380861	2.03809	9590.974495
0	3	1	165.082861	1.643385	8263.715861
0	4	2	184.028861	1.764095	9560.24594
0	2	0	181.970861	1.986135	8527.398384
0	4	2	197.964861	2.057072	12499.417484
0	3	1	187.362861	2.076305	11248.090349
0	2	0	172.434861	1.950406	8179.285889
0	3	1	184.236861	1.852611	9926.684989
0	3	1	189.496861	1.901882	10333.620816
0	3	1	178.224861	1.940895	9466.056547
0	2	0	155.886861	1.752001	6437.857934
0	4	2	202.670861	2.005123	11249.856365
0	3	1	203.091861	2.221656	13438.731435
0	3	1	165.496861	1.887162	8692.21883
0	3	1	178.868861	1.848637	8202.668226
0	3	1	192.845861	2.04019	11367.298734
0	3	1	172.378861	1.911732	8420.247278
0	3	1	174.866861	1.876565	8755.626201
0	2	0	183.144861	2.034276	9036.091978
0	2	0	192.630861	1.879394	11076.026497
0	4	2	175.478861	1.82714	9665.159322
0	3	1	192.208861	1.940184	11319.729496
0	3	1	170.358861	1.975145	9086.685067
